order_id,order_dates,product_name,category,region,quantity,sales,profit,country,customer_name,state,sub_category,discount,segment
574786,2022-07-29,Camera,Electronics,West,9,10017.00,1468.72,Usa,Olivia Smith,London,Binders,0.05,Consumer
199704,2024-11-04,Tablet,Electronics,South,7,7931.00,504.39,Australia,Michael Thomas,Ontario,Tables,0.30,Corporate
500432,2024-10-20,Laptop,Electronics,North,2,1168.00,198.40,Canada,Emma Taylor,Punjab,Phones,0.10,Consumer
572227,2024-03-19,Smartphone,Electronics,South,9,9765.00,909.99,Canada,David Singh,New South Wales,Accessories,0.20,Home Office
198483,2023-09-21,Tablet,Electronics,South,8,1456.00,271.26,India,Olivia Taylor,California,Binders,0.20,Home Office
313321,2022-12-11,Smartphone,Electronics,South,5,950.00,61.90,Usa,John Johnson,Florida,Tables,0.10,Home Office
513346,2022-06-24,Smartwatch,Electronics,West,2,2314.00,600.76,India,Olivia Singh,Florida,Paper,0.30,Home Office
429427,2023-10-06,Smartwatch,Electronics,North,1,915.00,264.30,Uk,Emma Thomas,California,Chairs,0.15,Home Office
109829,2022-12-06,Laptop,Electronics,North,1,290.00,61.14,Canada,Amit Sharma,Delhi,Accessories,0.00,Home Office
454038,2022-01-15,Tablet,Electronics,North,7,3584.00,940.88,Canada,Rahul Thomas,Texas,Tables,0.05,Corporate
969250,2024-03-04,Mouse,Accessories,West,6,1254.00,205.57,Uk,John Thomas,London,Chairs,0.15,Corporate
663875,2023-01-24,Laptop,Electronics,North,5,2410.00,636.83,India,Rahul Yadav,Florida,Accessories,0.00,Consumer
460062,2023-10-01,Printer,Office,North,2,800.00,118.68,Uk,Olivia Taylor,Uttar Pradesh,Phones,0.05,Home Office
172650,2022-06-28,Smartwatch,Electronics,West,5,990.00,87.61,India,David Yadav,New South Wales,Paper,0.05,Consumer
907906,2023-05-14,Laptop,Electronics,West,9,9702.00,2771.49,Australia,Emma Brown,Maharashtra,Tables,0.30,Corporate
354516,2023-09-04,Keyboard,Accessories,East,8,5888.00,354.27,Canada,Michael Taylor,Florida,Binders,0.10,Consumer
546221,2023-09-20,Tablet,Electronics,East,4,1768.00,345.33,Australia,Amit Sharma,Florida,Accessories,0.20,Consumer
232397,2022-06-01,Headphones,Accessories,North,2,1022.00,76.04,Usa,Rahul Sharma,London,Paper,0.15,Corporate
474439,2023-12-03,Tablet,Electronics,North,3,2883.00,671.91,India,Michael Patel,Punjab,Binders,0.05,Corporate
404059,2023-02-15,Monitor,Accessories,North,4,4064.00,771.16,India,Michael Singh,Punjab,Phones,0.30,Home Office
668037,2022-09-18,Monitor,Accessories,East,1,1117.00,119.89,Uk,John Thomas,Punjab,Binders,0.20,Corporate
996132,2022-04-12,Laptop,Electronics,South,4,260.00,66.02,Usa,Emma Anderson,Uttar Pradesh,Chairs,0.20,Corporate
188464,2022-01-18,Printer,Office,South,3,222.00,50.28,India,David Yadav,London,Binders,0.10,Home Office
431901,2024-11-01,Smartwatch,Electronics,East,9,10530.00,1777.32,Usa,Sneha Singh,New South Wales,Tables,0.20,Home Office
165455,2024-12-31,Printer,Office,North,4,3640.00,348.93,Uk,Rahul Sharma,Florida,Tables,0.30,Consumer
912345,2022-11-27,Mouse,Accessories,East,7,1197.00,106.53,Canada,Priya Johnson,London,Binders,0.10,Consumer
374158,2022-05-11,Tablet,Electronics,South,5,5865.00,502.73,Australia,Rahul Taylor,Texas,Chairs,0.05,Consumer
259050,2024-03-16,Mouse,Accessories,South,2,786.00,202.87,India,John Johnson,Punjab,Phones,0.30,Corporate
865825,2022-09-10,Mouse,Accessories,West,1,509.00,103.28,India,Rahul Taylor,Texas,Chairs,0.15,Consumer
977818,2023-12-01,Camera,Electronics,West,1,524.00,106.35,Australia,Sophia Taylor,Ontario,Binders,0.00,Consumer
923561,2023-10-09,Headphones,Accessories,North,7,6167.00,1027.98,Canada,Michael Yadav,New South Wales,Binders,0.05,Home Office
634560,2022-01-14,Camera,Electronics,South,7,3059.00,873.50,India,Amit Thomas,California,Paper,0.15,Consumer
268138,2022-04-02,Smartwatch,Electronics,East,9,5526.00,595.28,Usa,John Yadav,California,Paper,0.10,Consumer
781980,2024-10-22,Printer,Office,South,8,672.00,186.37,Australia,Sneha Sharma,London,Chairs,0.20,Corporate
741327,2023-12-04,Monitor,Accessories,South,6,7074.00,1357.68,Canada,Amit Patel,Maharashtra,Binders,0.10,Corporate
531223,2022-09-27,Smartwatch,Electronics,East,2,502.00,137.40,Usa,Sophia Patel,California,Binders,0.20,Corporate
923166,2023-12-21,Tablet,Electronics,North,7,7462.00,2166.17,Uk,Michael Thomas,Texas,Chairs,0.00,Consumer
897394,2024-02-03,Smartphone,Electronics,West,5,4205.00,585.29,Uk,Sophia Sharma,London,Accessories,0.10,Consumer
913409,2023-10-10,Camera,Electronics,West,1,570.00,138.54,Australia,Priya Patel,Ontario,Paper,0.10,Home Office
871291,2022-10-16,Headphones,Accessories,East,1,441.00,102.42,Usa,Amit Johnson,Delhi,Binders,0.10,Corporate
800369,2022-05-15,Mouse,Accessories,North,7,7469.00,589.81,Usa,Olivia Smith,Florida,Binders,0.20,Corporate
147592,2023-02-11,Tablet,Electronics,South,2,2212.00,145.75,India,Michael Patel,Maharashtra,Tables,0.15,Consumer
982056,2023-12-27,Tablet,Electronics,East,5,740.00,146.39,Australia,Sophia Brown,Uttar Pradesh,Accessories,0.05,Corporate
429977,2023-10-05,Headphones,Accessories,North,1,662.00,193.92,India,Sophia Smith,California,Accessories,0.15,Consumer
887612,2024-03-05,Mouse,Accessories,North,7,5712.00,651.27,Usa,Emma Sharma,Maharashtra,Phones,0.15,Consumer
478072,2023-07-18,Smartwatch,Electronics,North,3,2739.00,572.73,Uk,David Anderson,Florida,Phones,0.00,Consumer
814899,2023-06-25,Keyboard,Accessories,West,5,1400.00,213.63,Uk,Emma Patel,California,Phones,0.00,Consumer
294063,2023-11-13,Printer,Office,North,3,3477.00,939.20,Canada,Priya Smith,Texas,Paper,0.20,Consumer
542840,2022-07-09,Camera,Electronics,North,5,3475.00,570.36,Australia,John Sharma,Uttar Pradesh,Tables,0.15,Home Office
920932,2023-12-11,Laptop,Electronics,West,9,6138.00,1562.14,Uk,John Yadav,Maharashtra,Phones,0.30,Consumer
661058,2023-03-18,Camera,Electronics,West,5,3665.00,406.93,India,John Johnson,Delhi,Tables,0.20,Corporate
357195,2024-08-09,Printer,Office,North,2,2372.00,206.42,India,Michael Patel,Florida,Paper,0.20,Consumer
142744,2024-05-04,Laptop,Electronics,North,2,1382.00,211.11,Uk,Sophia Yadav,London,Tables,0.00,Consumer
626591,2022-09-04,Laptop,Electronics,West,1,1126.00,194.08,Canada,Emma Thomas,Texas,Accessories,0.20,Home Office
671677,2022-10-21,Printer,Office,West,8,1376.00,152.10,Uk,Olivia Yadav,California,Binders,0.10,Home Office
633161,2024-01-22,Mouse,Accessories,West,4,988.00,147.91,India,John Sharma,London,Phones,0.05,Consumer
447794,2023-04-09,Laptop,Electronics,North,9,10773.00,1907.36,Usa,Michael Yadav,London,Binders,0.05,Home Office
329868,2023-02-07,Headphones,Accessories,South,4,3252.00,713.46,Usa,Sophia Patel,New South Wales,Accessories,0.00,Home Office
664969,2023-05-04,Headphones,Accessories,North,3,2739.00,202.81,India,Amit Sharma,California,Chairs,0.15,Consumer
448627,2023-04-18,Tablet,Electronics,South,7,2709.00,702.79,Australia,John Thomas,Delhi,Paper,0.30,Corporate
936363,2022-12-12,Printer,Office,West,3,936.00,201.24,Australia,John Brown,Texas,Paper,0.15,Consumer
933851,2022-09-11,Camera,Electronics,West,4,3720.00,410.92,Australia,Sophia Thomas,Uttar Pradesh,Phones,0.05,Consumer
249471,2024-03-26,Mouse,Accessories,West,5,5320.00,716.91,Canada,Sophia Anderson,Texas,Binders,0.00,Corporate
172588,2023-09-20,Headphones,Accessories,East,4,804.00,121.51,Uk,John Anderson,Delhi,Tables,0.20,Consumer
462147,2023-05-25,Laptop,Electronics,North,8,1224.00,246.77,Australia,David Patel,California,Accessories,0.15,Consumer
218777,2022-12-04,Headphones,Accessories,South,9,8667.00,781.78,Australia,Michael Sharma,Texas,Tables,0.10,Consumer
906303,2022-06-10,Monitor,Accessories,West,3,3018.00,320.11,Australia,Rahul Thomas,New South Wales,Phones,0.10,Home Office
888777,2023-02-05,Laptop,Electronics,West,5,4325.00,1023.39,India,Rahul Anderson,Uttar Pradesh,Binders,0.00,Home Office
555789,2024-01-20,Laptop,Electronics,South,3,1557.00,181.08,Australia,Sophia Thomas,New South Wales,Tables,0.10,Home Office
879322,2022-01-27,Monitor,Accessories,South,6,3672.00,1002.50,Usa,Priya Smith,Texas,Binders,0.05,Corporate
960113,2023-03-29,Mouse,Accessories,West,1,333.00,72.34,India,Emma Patel,Florida,Tables,0.20,Home Office
322721,2022-01-17,Headphones,Accessories,West,4,2384.00,577.26,Australia,David Thomas,Uttar Pradesh,Chairs,0.05,Home Office
430262,2024-11-26,Mouse,Accessories,West,6,888.00,210.39,Australia,Amit Brown,Florida,Paper,0.20,Home Office
812253,2024-09-19,Laptop,Electronics,West,5,3280.00,954.17,Usa,Michael Johnson,Uttar Pradesh,Chairs,0.05,Corporate
704458,2023-07-20,Mouse,Accessories,South,7,1239.00,177.39,Usa,Olivia Johnson,Texas,Chairs,0.30,Home Office
965980,2024-05-03,Headphones,Accessories,East,8,5880.00,436.85,India,David Sharma,New South Wales,Paper,0.20,Consumer
229040,2022-09-03,Smartphone,Electronics,West,2,1668.00,437.30,Uk,Sophia Brown,Florida,Phones,0.15,Home Office
831558,2024-07-09,Printer,Office,West,7,4109.00,1037.64,Canada,Priya Brown,London,Accessories,0.20,Corporate
655745,2022-11-17,Smartwatch,Electronics,West,7,595.00,148.50,India,David Sharma,Uttar Pradesh,Paper,0.05,Consumer
605194,2023-12-28,Headphones,Accessories,East,7,8155.00,1587.91,Usa,Olivia Johnson,Punjab,Binders,0.15,Home Office
978338,2022-05-30,Monitor,Accessories,South,3,1872.00,553.10,Australia,Rahul Smith,Punjab,Accessories,0.00,Home Office
119840,2024-04-17,Smartwatch,Electronics,East,6,2124.00,126.03,India,David Taylor,California,Accessories,0.20,Corporate
110303,2024-09-30,Monitor,Accessories,West,5,5210.00,1338.80,Australia,David Taylor,Florida,Chairs,0.00,Home Office
682093,2024-06-02,Mouse,Accessories,South,7,5761.00,362.48,India,Sneha Anderson,Florida,Paper,0.00,Consumer
826725,2022-09-26,Headphones,Accessories,South,7,6895.00,1596.35,Usa,Sophia Brown,Ontario,Tables,0.20,Corporate
414431,2024-12-17,Smartwatch,Electronics,East,3,2118.00,317.08,Australia,Emma Anderson,London,Binders,0.15,Corporate
776936,2024-10-09,Smartwatch,Electronics,North,5,830.00,58.28,Usa,Amit Johnson,London,Binders,0.05,Home Office
447259,2023-07-14,Smartwatch,Electronics,North,1,851.00,93.56,Usa,Rahul Brown,London,Tables,0.00,Consumer
462381,2023-12-05,Tablet,Electronics,East,5,4730.00,1365.63,Uk,Olivia Johnson,Delhi,Accessories,0.05,Consumer
378338,2022-06-03,Mouse,Accessories,West,6,5460.00,845.75,Uk,Rahul Patel,London,Phones,0.10,Consumer
710407,2024-12-28,Headphones,Accessories,East,5,5795.00,310.60,Usa,John Anderson,California,Phones,0.00,Corporate
356582,2022-08-06,Laptop,Electronics,South,4,2008.00,338.44,Usa,Sneha Johnson,Punjab,Phones,0.20,Corporate
452339,2023-06-06,Mouse,Accessories,South,7,2842.00,425.24,Canada,Emma Taylor,Florida,Chairs,0.20,Home Office
623799,2024-02-01,Mouse,Accessories,East,4,3404.00,392.22,Canada,Michael Sharma,New South Wales,Chairs,0.10,Home Office
407609,2023-05-31,Smartwatch,Electronics,West,1,1065.00,228.63,Usa,Emma Brown,Uttar Pradesh,Accessories,0.15,Corporate
754053,2024-06-14,Tablet,Electronics,West,7,2149.00,121.69,Usa,Olivia Taylor,New South Wales,Phones,0.20,Corporate
886608,2024-08-14,Keyboard,Accessories,East,8,5912.00,1143.04,Australia,Sophia Sharma,Delhi,Paper,0.05,Corporate
203817,2023-02-01,Mouse,Accessories,West,3,3348.00,331.28,Australia,Michael Brown,Uttar Pradesh,Chairs,0.30,Home Office
453864,2024-04-28,Smartphone,Electronics,South,3,2409.00,531.79,Usa,Rahul Patel,Maharashtra,Accessories,0.15,Corporate
750650,2024-04-05,Tablet,Electronics,North,2,328.00,39.51,Usa,Olivia Anderson,Punjab,Binders,0.20,Corporate
532350,2024-01-31,Smartphone,Electronics,West,8,6224.00,1561.42,Canada,Sneha Brown,Delhi,Chairs,0.10,Home Office
251076,2024-01-09,Smartwatch,Electronics,North,5,2530.00,486.09,Canada,Priya Sharma,London,Accessories,0.05,Consumer
228457,2022-04-06,Headphones,Accessories,West,4,4108.00,462.17,India,Emma Johnson,Texas,Phones,0.20,Home Office
270116,2024-05-22,Printer,Office,South,5,1640.00,391.36,Australia,Priya Johnson,Texas,Tables,0.15,Corporate
219934,2023-12-30,Laptop,Electronics,South,1,111.00,19.33,Usa,David Patel,London,Chairs,0.00,Consumer
194585,2022-03-17,Headphones,Accessories,North,1,445.00,128.89,India,Michael Taylor,Texas,Tables,0.15,Corporate
468283,2022-05-24,Printer,Office,North,4,3600.00,623.72,Australia,Priya Brown,California,Phones,0.15,Consumer
519788,2024-06-09,Mouse,Accessories,North,3,1335.00,176.44,Uk,Priya Yadav,London,Paper,0.30,Home Office
664928,2024-12-01,Keyboard,Accessories,South,5,3090.00,242.15,India,Sneha Thomas,New South Wales,Tables,0.00,Consumer
210582,2023-10-20,Printer,Office,East,5,3910.00,538.52,Australia,Sneha Patel,Florida,Binders,0.05,Home Office
113780,2024-03-05,Camera,Electronics,South,1,219.00,32.67,Canada,Olivia Taylor,California,Chairs,0.10,Home Office
792412,2022-12-05,Smartphone,Electronics,West,5,390.00,27.77,Canada,Priya Patel,Maharashtra,Paper,0.10,Home Office
260708,2022-08-05,Laptop,Electronics,North,6,3294.00,359.61,Uk,Sophia Johnson,Delhi,Paper,0.15,Consumer
244461,2023-03-21,Keyboard,Accessories,West,4,4572.00,1038.05,India,Michael Smith,Florida,Phones,0.05,Consumer
194768,2022-02-08,Monitor,Accessories,South,7,980.00,109.94,Usa,Amit Taylor,New South Wales,Tables,0.20,Consumer
942130,2023-04-01,Headphones,Accessories,North,2,2262.00,532.12,Australia,David Taylor,Ontario,Binders,0.10,Consumer
220670,2022-12-14,Camera,Electronics,South,7,7518.00,1655.91,India,David Taylor,London,Paper,0.10,Consumer
928205,2022-05-14,Camera,Electronics,South,1,873.00,158.97,Australia,Amit Anderson,California,Chairs,0.05,Corporate
502869,2022-02-16,Mouse,Accessories,North,6,1512.00,423.03,India,Priya Johnson,London,Tables,0.10,Corporate
840799,2024-08-28,Laptop,Electronics,West,1,705.00,165.16,Canada,Olivia Anderson,Punjab,Phones,0.30,Home Office
528906,2023-10-30,Smartwatch,Electronics,North,8,3256.00,533.70,Australia,Michael Anderson,Maharashtra,Chairs,0.05,Consumer
552981,2023-06-24,Tablet,Electronics,West,4,556.00,81.77,Canada,David Smith,New South Wales,Binders,0.30,Consumer
247059,2023-05-17,Mouse,Accessories,East,9,7101.00,2105.82,India,David Sharma,California,Tables,0.10,Home Office
965920,2023-04-06,Laptop,Electronics,West,9,8802.00,1344.96,Australia,Michael Yadav,Maharashtra,Phones,0.30,Corporate
943766,2023-03-26,Headphones,Accessories,South,6,5592.00,1294.16,India,Michael Taylor,Uttar Pradesh,Chairs,0.05,Corporate
198300,2024-10-12,Tablet,Electronics,North,2,1852.00,168.92,Uk,Emma Smith,Ontario,Paper,0.00,Consumer
809739,2022-06-26,Monitor,Accessories,East,1,195.00,57.88,Australia,Michael Singh,Uttar Pradesh,Binders,0.05,Consumer
230801,2022-04-15,Mouse,Accessories,East,9,7884.00,2054.02,Canada,Olivia Yadav,Texas,Binders,0.05,Home Office
107138,2023-12-10,Laptop,Electronics,East,5,4360.00,1160.55,Usa,Olivia Brown,Uttar Pradesh,Tables,0.30,Corporate
876746,2024-09-23,Mouse,Accessories,North,6,4920.00,929.18,Uk,Michael Smith,California,Phones,0.00,Consumer
629263,2022-01-01,Mouse,Accessories,East,3,3474.00,565.00,Usa,Priya Brown,London,Tables,0.00,Consumer
229147,2022-02-03,Keyboard,Accessories,West,1,930.00,222.50,Usa,Sophia Thomas,Punjab,Tables,0.30,Home Office
111860,2023-03-14,Tablet,Electronics,South,7,1421.00,248.02,India,Michael Taylor,Florida,Paper,0.15,Consumer
726848,2022-08-24,Headphones,Accessories,North,2,634.00,161.10,India,Emma Singh,Ontario,Paper,0.00,Corporate
787355,2024-07-07,Camera,Electronics,East,1,673.00,114.42,Canada,David Sharma,California,Tables,0.05,Corporate
304670,2022-04-13,Mouse,Accessories,South,5,3135.00,787.70,Usa,Sneha Johnson,New South Wales,Accessories,0.15,Corporate
363347,2024-05-08,Smartphone,Electronics,East,6,882.00,184.48,Uk,Emma Thomas,New South Wales,Paper,0.20,Corporate
252535,2024-09-10,Smartphone,Electronics,East,4,1192.00,212.77,Uk,David Sharma,Uttar Pradesh,Chairs,0.30,Home Office
138440,2024-06-18,Printer,Office,South,3,390.00,112.08,Canada,Sneha Brown,Florida,Paper,0.15,Consumer
969642,2024-09-10,Tablet,Electronics,North,1,834.00,95.54,Australia,Sneha Anderson,Delhi,Paper,0.20,Consumer
280261,2022-05-06,Smartphone,Electronics,East,6,612.00,83.75,Canada,Sophia Johnson,Florida,Phones,0.20,Corporate
687086,2024-06-18,Headphones,Accessories,West,9,8073.00,710.23,Uk,Priya Brown,Texas,Phones,0.30,Home Office
902289,2023-10-29,Keyboard,Accessories,North,8,2640.00,723.88,India,Sneha Thomas,Delhi,Accessories,0.20,Consumer
251004,2023-11-13,Smartphone,Electronics,North,3,3234.00,440.70,Australia,Sneha Thomas,Texas,Phones,0.10,Consumer
749214,2022-08-21,Monitor,Accessories,West,5,4435.00,355.51,Canada,Michael Anderson,New South Wales,Tables,0.10,Corporate
976064,2024-03-04,Smartwatch,Electronics,North,2,2302.00,305.07,Uk,Rahul Sharma,Ontario,Accessories,0.20,Home Office
164032,2022-04-17,Camera,Electronics,East,6,1728.00,307.44,Uk,Rahul Anderson,Delhi,Paper,0.20,Corporate
644037,2023-12-20,Laptop,Electronics,East,4,228.00,54.05,Uk,Amit Brown,New South Wales,Paper,0.05,Consumer
514135,2022-03-19,Tablet,Electronics,West,6,3450.00,705.74,Australia,Amit Anderson,Maharashtra,Phones,0.30,Corporate
416346,2024-07-07,Smartphone,Electronics,South,8,7456.00,1702.48,Usa,Priya Yadav,Delhi,Chairs,0.30,Home Office
641701,2023-04-30,Smartphone,Electronics,West,6,4728.00,705.85,Usa,David Yadav,Maharashtra,Accessories,0.10,Home Office
818073,2024-03-22,Smartwatch,Electronics,North,7,945.00,124.62,Canada,Sophia Brown,Delhi,Tables,0.15,Corporate
746733,2022-03-08,Laptop,Electronics,North,4,296.00,65.05,Australia,Rahul Patel,New South Wales,Chairs,0.10,Home Office
924303,2023-09-15,Smartphone,Electronics,West,4,640.00,149.89,Australia,Emma Patel,Ontario,Chairs,0.30,Home Office
413980,2023-03-01,Tablet,Electronics,North,1,797.00,65.27,India,Olivia Patel,Punjab,Accessories,0.30,Consumer
688108,2023-10-24,Monitor,Accessories,North,4,1456.00,431.89,Australia,Priya Yadav,New South Wales,Chairs,0.05,Consumer
563675,2024-04-22,Monitor,Accessories,South,6,4038.00,364.11,Australia,Michael Patel,Punjab,Paper,0.00,Corporate
561017,2023-06-27,Tablet,Electronics,West,7,5656.00,355.81,India,David Smith,London,Accessories,0.30,Corporate
368315,2023-04-13,Mouse,Accessories,West,4,3876.00,302.37,India,Olivia Patel,Uttar Pradesh,Paper,0.15,Home Office
418792,2023-05-19,Keyboard,Accessories,South,6,1002.00,114.70,Uk,Michael Patel,Maharashtra,Accessories,0.10,Consumer
680273,2024-11-15,Headphones,Accessories,East,9,2187.00,413.76,Australia,Michael Johnson,New South Wales,Tables,0.10,Corporate
534422,2023-12-25,Mouse,Accessories,North,6,7146.00,1627.42,Usa,Amit Singh,Florida,Phones,0.00,Home Office
594649,2022-03-31,Keyboard,Accessories,South,1,189.00,14.88,Canada,Rahul Singh,Texas,Phones,0.30,Home Office
610311,2024-04-24,Monitor,Accessories,East,5,940.00,266.02,Usa,Michael Brown,Maharashtra,Tables,0.30,Home Office
575206,2022-01-10,Headphones,Accessories,North,1,951.00,127.58,Canada,Priya Anderson,Ontario,Accessories,0.00,Consumer
268318,2022-11-17,Printer,Office,East,2,124.00,27.42,Uk,Priya Johnson,New South Wales,Accessories,0.30,Consumer
662859,2024-06-29,Mouse,Accessories,West,9,7506.00,594.28,Australia,Emma Thomas,Punjab,Phones,0.05,Consumer
322683,2022-11-14,Monitor,Accessories,West,7,8176.00,2308.76,Canada,Priya Sharma,London,Binders,0.30,Home Office
633322,2023-08-11,Smartphone,Electronics,East,5,2125.00,632.68,Usa,David Thomas,London,Binders,0.10,Corporate
324476,2024-05-22,Headphones,Accessories,North,1,967.00,59.98,Uk,David Patel,Florida,Binders,0.00,Consumer
771409,2022-03-19,Headphones,Accessories,South,5,270.00,29.41,India,Olivia Singh,Uttar Pradesh,Accessories,0.20,Corporate
945840,2022-10-23,Keyboard,Accessories,West,9,10035.00,1486.30,Canada,Amit Anderson,Maharashtra,Tables,0.10,Home Office
584706,2023-02-26,Printer,Office,North,8,6792.00,1125.23,Canada,Priya Taylor,Florida,Paper,0.30,Corporate
372857,2024-10-03,Printer,Office,East,1,714.00,99.13,Canada,Amit Yadav,London,Chairs,0.30,Home Office
411666,2022-07-17,Smartphone,Electronics,South,5,765.00,157.64,Canada,Rahul Singh,California,Binders,0.20,Consumer
345614,2024-11-04,Headphones,Accessories,East,7,4221.00,358.02,Usa,David Johnson,Uttar Pradesh,Phones,0.15,Home Office
505835,2023-02-24,Laptop,Electronics,North,4,2108.00,576.48,Uk,Olivia Yadav,Maharashtra,Accessories,0.10,Consumer
365364,2024-08-08,Monitor,Accessories,North,9,10530.00,2387.63,Uk,Priya Taylor,Punjab,Tables,0.05,Corporate
253994,2024-05-14,Keyboard,Accessories,South,6,3396.00,914.17,India,Rahul Thomas,California,Chairs,0.30,Home Office
154566,2022-01-15,Monitor,Accessories,North,4,1060.00,213.05,Australia,John Singh,Ontario,Binders,0.15,Home Office
322637,2022-05-10,Tablet,Electronics,East,5,480.00,73.07,Canada,Priya Patel,Uttar Pradesh,Paper,0.20,Home Office
936263,2022-03-10,Headphones,Accessories,West,3,2529.00,285.65,Canada,Priya Singh,Punjab,Accessories,0.00,Consumer
841064,2022-01-23,Smartwatch,Electronics,East,8,4792.00,511.97,Australia,Rahul Singh,London,Accessories,0.30,Corporate
101468,2024-09-19,Smartwatch,Electronics,East,8,8056.00,605.80,Usa,Amit Anderson,London,Paper,0.30,Corporate
747336,2024-06-06,Tablet,Electronics,North,4,4228.00,947.76,Australia,Michael Sharma,California,Binders,0.15,Home Office
545693,2024-10-10,Tablet,Electronics,East,1,653.00,93.78,India,Amit Taylor,New South Wales,Binders,0.00,Consumer
519746,2024-03-24,Tablet,Electronics,North,9,7452.00,1212.51,Uk,Olivia Patel,Florida,Accessories,0.15,Consumer
630008,2023-07-21,Mouse,Accessories,East,4,4128.00,1156.71,Canada,Amit Patel,Maharashtra,Chairs,0.15,Corporate
559271,2022-07-21,Tablet,Electronics,West,5,5090.00,1201.56,Canada,John Anderson,California,Paper,0.30,Consumer
645016,2022-09-01,Camera,Electronics,North,5,4930.00,387.33,Canada,Michael Smith,Punjab,Chairs,0.05,Home Office
764668,2023-04-20,Smartwatch,Electronics,South,6,2610.00,434.37,Australia,Priya Sharma,New South Wales,Phones,0.10,Corporate
643413,2023-12-11,Laptop,Electronics,North,3,2139.00,415.84,Usa,Olivia Sharma,California,Binders,0.15,Home Office
962241,2024-09-29,Tablet,Electronics,South,1,226.00,55.40,Uk,John Taylor,Ontario,Accessories,0.20,Home Office
200986,2023-11-20,Smartwatch,Electronics,West,2,2244.00,212.08,India,Amit Yadav,Uttar Pradesh,Binders,0.10,Consumer
737142,2023-07-15,Monitor,Accessories,East,6,3150.00,578.87,India,Emma Johnson,Ontario,Tables,0.05,Corporate
243104,2023-12-24,Laptop,Electronics,South,7,3388.00,347.19,Uk,Priya Anderson,Texas,Binders,0.05,Home Office
590896,2023-08-13,Laptop,Electronics,East,8,8736.00,580.31,Australia,Priya Anderson,New South Wales,Accessories,0.05,Corporate
187994,2022-04-24,Smartphone,Electronics,South,2,1102.00,176.53,Canada,Rahul Smith,Texas,Chairs,0.10,Corporate
600455,2024-07-13,Monitor,Accessories,East,3,2640.00,199.97,India,Emma Taylor,London,Tables,0.10,Home Office
158100,2022-06-11,Printer,Office,West,3,2547.00,300.74,Australia,Priya Sharma,London,Tables,0.20,Corporate
853607,2024-10-28,Laptop,Electronics,North,7,728.00,64.82,Australia,Olivia Anderson,California,Tables,0.30,Corporate
847118,2022-11-24,Camera,Electronics,South,7,3444.00,607.44,Usa,Sophia Anderson,Ontario,Phones,0.00,Consumer
924002,2024-10-03,Camera,Electronics,West,5,3140.00,853.66,India,Priya Thomas,Punjab,Chairs,0.30,Corporate
331941,2024-03-24,Smartphone,Electronics,East,3,435.00,129.27,India,Amit Yadav,Ontario,Paper,0.30,Home Office
560714,2024-06-28,Keyboard,Accessories,East,4,856.00,72.99,Canada,Amit Sharma,Punjab,Phones,0.00,Corporate
